parcel_id,survey_number,survey_display,owner_name,village,mandal,district,state,area_acres,centroid_lat,centroid_lon,verification_status,validation_issue
TG-RR-FNR-BRG-0517,517,517,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,11.78,17.052426,78.181426,VERIFIED,
TG-RR-FNR-BRG-0518,518,518,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,4.63,17.053317,78.172294,VERIFIED,
TG-RR-FNR-BRG-0519,519,519,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,2.54,17.053112,78.186509,VERIFIED,
TG-RR-FNR-BRG-0520,520,520,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,3.12,17.052757,78.185266,VERIFIED,
TG-RR-FNR-BRG-0521,521,521,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,6.18,17.05232,78.171775,CONFLICT,Area mismatch: Document states 6.67 Acres vs GIS 6.18 Acres (8.0% diff)
TG-RR-FNR-BRG-0522,522,522,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,4.68,17.052663,78.177873,VERIFIED,
TG-RR-FNR-BRG-0523,523,523,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,2.44,17.052883,78.191949,VERIFIED,
TG-RR-FNR-BRG-0524,524,524,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,11.39,17.052825,78.173835,VERIFIED,
TG-RR-FNR-BRG-0525,525,525,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,6.51,17.052854,78.201084,VERIFIED,
TG-RR-FNR-BRG-0526,526,526,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,3.5,17.052765,78.199451,VERIFIED,
TG-RR-FNR-BRG-0527,527,527,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.48,17.052258,78.186499,VERIFIED,
TG-RR-FNR-BRG-0528,528,528,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,4.07,17.052097,78.193229,VERIFIED,
TG-RR-FNR-BRG-0529,529,529,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,9.54,17.052011,78.188117,VERIFIED,
TG-RR-FNR-BRG-0530,530,530,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,1.02,17.052152,78.192408,VERIFIED,
TG-RR-FNR-BRG-0531,531,531,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,2.58,17.052369,78.191512,VERIFIED,
TG-RR-FNR-BRG-0532,532,532,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,1.16,17.052227,78.199771,VERIFIED,
TG-RR-FNR-BRG-0533,533,533,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,7.55,17.052632,78.176556,VERIFIED,
TG-RR-FNR-BRG-0534,534,534,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,7.59,17.052123,78.190068,VERIFIED,
TG-RR-FNR-BRG-0535,535,535,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.98,17.051828,78.198766,VERIFIED,
TG-RR-FNR-BRG-0536,536,536,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,9.46,17.051747,78.184683,VERIFIED,
TG-RR-FNR-BRG-0537,537,537,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,2.38,17.051684,78.199897,VERIFIED,
TG-RR-FNR-BRG-0538,538,538,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,3.28,17.051515,78.177686,VERIFIED,
TG-RR-FNR-BRG-0539,539,539,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,6.51,17.051995,78.196784,VERIFIED,
TG-RR-FNR-BRG-0540,540,540,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.96,17.051315,78.191476,VERIFIED,
TG-RR-FNR-BRG-0541,541,541,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.94,17.051174,78.192388,VERIFIED,
TG-RR-FNR-BRG-0542,542,542,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.78,17.05207,78.175687,VERIFIED,
TG-RR-FNR-BRG-0543,543,543,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,3.97,17.051425,78.197723,VERIFIED,
TG-RR-FNR-BRG-0544,544,544,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,12.21,17.051133,78.194599,VERIFIED,
TG-RR-FNR-BRG-0545,545,545,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.15,17.051351,78.173202,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0546,546,546,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,5.21,17.051221,78.186971,VERIFIED,
TG-RR-FNR-BRG-0547,547,547,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.33,17.050949,78.19032,VERIFIED,
TG-RR-FNR-BRG-0548,548,548,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,5.3,17.050452,78.173678,VERIFIED,
TG-RR-FNR-BRG-0549,549,549,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.85,17.051489,78.17919,VERIFIED,
TG-RR-FNR-BRG-0550,550,550,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,2.74,17.050841,78.178155,CONFLICT,Owner mismatch: Deed titleholder 'M. Krishna Murthy' vs Extracted 'B. Satyanarayana'
TG-RR-FNR-BRG-0551,551,551,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.34,17.050987,78.174653,VERIFIED,
TG-RR-FNR-BRG-0552,552,552,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,13.6,17.050161,78.1962,VERIFIED,
TG-RR-FNR-BRG-0553,553,553,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.36,17.05063,78.198214,VERIFIED,
TG-RR-FNR-BRG-0554,554,554,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,3.03,17.05081,78.17653,VERIFIED,
TG-RR-FNR-BRG-0555,555,555,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,2.68,17.050594,78.186448,VERIFIED,
TG-RR-FNR-BRG-0556,556,556,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,2.04,17.050647,78.175487,VERIFIED,
TG-RR-FNR-BRG-0557,557,557,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,5.34,17.050246,78.185601,VERIFIED,
TG-RR-FNR-BRG-0558,558,558,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,6.5,17.051211,78.182986,VERIFIED,
TG-RR-FNR-BRG-0559,559,559,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.71,17.050722,78.180139,VERIFIED,
TG-RR-FNR-BRG-0560,560,560,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,10.98,17.050217,78.18187,CONFLICT,Area mismatch: Document states 11.86 Acres vs GIS 10.98 Acres (8.0% diff)
TG-RR-FNR-BRG-0561,561,561,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,3.48,17.050152,78.183385,VERIFIED,
TG-RR-FNR-BRG-0562,562,562,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,5.27,17.04971,78.178807,VERIFIED,
TG-RR-FNR-BRG-0563,563,563,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,9.59,17.049935,78.193504,VERIFIED,
TG-RR-FNR-BRG-0564,564,564,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.62,17.049794,78.177575,VERIFIED,
TG-RR-FNR-BRG-0565,565,565,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.45,17.049641,78.175148,VERIFIED,
TG-RR-FNR-BRG-0566,566,566,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.42,17.049922,78.184383,VERIFIED,
TG-RR-FNR-BRG-0567,567,567,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,2.94,17.049375,78.176828,VERIFIED,
TG-RR-FNR-BRG-0568,568,568,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,2.16,17.049515,78.176242,VERIFIED,
TG-RR-FNR-BRG-0569,569,569,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,9.78,17.04928,78.19178,VERIFIED,
TG-RR-FNR-BRG-0570,570,570,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,10.05,17.049195,78.190426,VERIFIED,
TG-RR-FNR-BRG-0571,571,571,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.01,17.049661,78.187471,VERIFIED,
TG-RR-FNR-BRG-0572,572,572,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,8.42,17.049885,78.188814,VERIFIED,
TG-RR-FNR-BRG-0573,573,573,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,9.35,17.049264,78.180424,VERIFIED,
TG-RR-FNR-BRG-0574,574,574,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,4.77,17.04879,78.184044,VERIFIED,
TG-RR-FNR-BRG-0575,575,575,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.96,17.049023,78.185934,VERIFIED,
TG-RR-FNR-BRG-0576,576,576,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,4.85,17.048246,78.187104,VERIFIED,
TG-RR-FNR-BRG-0577,577,577,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,8.86,17.048196,78.182873,VERIFIED,
TG-RR-FNR-BRG-0578,578,578,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,11.58,17.047993,78.189179,VERIFIED,
TG-RR-FNR-BRG-0579,579,579,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,6.64,17.048564,78.175384,VERIFIED,
TG-RR-FNR-BRG-0580,580,580,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,11.94,17.048467,78.193734,VERIFIED,
TG-RR-FNR-BRG-0581,581,581,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,3.48,17.048076,78.185756,VERIFIED,
TG-RR-FNR-BRG-0582,582,582,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.21,17.048084,78.178364,VERIFIED,
TG-RR-FNR-BRG-0583,583,583,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.83,17.047672,78.177367,VERIFIED,
TG-RR-FNR-BRG-0584,584,584,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,5.06,17.047439,78.176317,VERIFIED,
TG-RR-FNR-BRG-0585,585,585,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,6.62,17.047269,78.185295,VERIFIED,
TG-RR-FNR-BRG-0586,586,586,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,4.1,17.047869,78.179241,VERIFIED,
TG-RR-FNR-BRG-0587,587,587,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,9.11,17.04772,78.180915,VERIFIED,
TG-RR-FNR-BRG-0588,588,588,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,7.48,17.04726,78.19231,VERIFIED,
TG-RR-FNR-BRG-0589,589,589,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,2.47,17.046963,78.179394,VERIFIED,
TG-RR-FNR-BRG-0590,590,590,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,8.67,17.046869,78.183756,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0591,591,591,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,2.42,17.047217,78.187341,VERIFIED,
TG-RR-FNR-BRG-0592,592,592,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,2.26,17.046904,78.186621,VERIFIED,
TG-RR-FNR-BRG-0593,593,593,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.93,17.046569,78.180668,VERIFIED,
TG-RR-FNR-BRG-0594,594,594,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,5.99,17.046541,78.188065,VERIFIED,
TG-RR-FNR-BRG-0595,595,595,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,2.67,17.045758,78.187225,CONFLICT,Area mismatch: Document states 2.88 Acres vs GIS 2.67 Acres (8.0% diff)
TG-RR-FNR-BRG-0596,596,596,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,4.06,17.045807,78.179619,VERIFIED,
TG-RR-FNR-BRG-0597,597,597,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.72,17.046235,78.177888,VERIFIED,
TG-RR-FNR-BRG-0598,598,598,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,10.85,17.045882,78.182709,VERIFIED,
TG-RR-FNR-BRG-0599,599,599,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.18,17.045744,78.186334,VERIFIED,
TG-RR-FNR-BRG-0600,600,600,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,7.04,17.046264,78.18934,VERIFIED,
TG-RR-FNR-BRG-0601,601,601,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.54,17.045392,78.178826,VERIFIED,
TG-RR-FNR-BRG-0602,602,602,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,7.35,17.046416,78.190707,CONFLICT,Owner mismatch: Deed titleholder 'K. Venkateshwar Rao' vs Extracted 'S. Kistamma'
TG-RR-FNR-BRG-0603,603,603,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,5.05,17.045661,78.180861,VERIFIED,
TG-RR-FNR-BRG-0604,604,604,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,1.4,17.045205,78.189744,VERIFIED,
TG-RR-FNR-BRG-0605,605,605,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,5.48,17.04564,78.18517,VERIFIED,
TG-RR-FNR-BRG-0606,606,606,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,4.6,17.044703,78.185329,VERIFIED,
TG-RR-FNR-BRG-0607,607,607,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.27,17.044779,78.181436,VERIFIED,
TG-RR-FNR-BRG-0608,608,608,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,5.03,17.044939,78.188373,VERIFIED,
TG-RR-FNR-BRG-0609,609,609,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,9.14,17.044095,78.183343,VERIFIED,
TG-RR-FNR-BRG-0610,610,610,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,1.63,17.044011,78.184289,VERIFIED,
TG-RR-FNR-BRG-0611,611,611,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,5.45,17.043758,78.185064,VERIFIED,
TG-RR-FNR-BRG-0612,612,612,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.77,17.044268,78.186949,VERIFIED,
TG-RR-FNR-BRG-0613,613,613,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.16,17.044,78.180843,VERIFIED,
