parcel_id,survey_number,survey_display,sub_division,khata_number,owner_name,co_owner_name,village,mandal,district,state,land_classification,ownership_type,area_acres,area_sq_meters,mutation_status,registration_status,document_reference,confidence_score,verification_status,validation_issue,created_at,updated_at,centroid_lat,centroid_lon
P0335,435,435,,KH00335,Synthetic Owner 335,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00335,0.984,Verified,,2025-01-01,2025-06-01,14.677,77.5728
P0336,436,436/1,1,KH00336,Synthetic Owner 336,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2188,57541.49,Updated,Registered,DOC-00336,0.552,Conflict,Area mismatch,2025-01-01,2025-06-01,14.677,77.5752
P0337,437,437,,KH00337,Synthetic Owner 337,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2188,57541.49,Updated,Registered,DOC-00337,0.939,Verified,,2025-01-01,2025-06-01,14.677,77.5776
P0338,438,438,,KH00338,Synthetic Owner 338,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00338,0.948,Verified,,2025-01-01,2025-06-01,14.677,77.58
P0339,439,439,,KH00339,Synthetic Owner 339,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2188,57541.49,Updated,Registered,DOC-00339,0.957,Verified,,2025-01-01,2025-06-01,14.677,77.5824
P0340,440,440,,KH00340,Synthetic Owner 340,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2188,57541.49,Updated,Registered,DOC-00340,0.966,Verified,,2025-01-01,2025-06-01,14.677,77.5848
P0341,441,441/3,3,KH00341,Synthetic Owner 341,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00341,0.975,Verified,,2025-01-01,2025-06-01,14.677,77.5872
P0342,442,442,,KH00342,Synthetic Owner 342,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2188,57541.49,Updated,Registered,DOC-00342,0.624,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.677,77.5896
P0343,443,443,,KH00343,Synthetic Owner 343,Synthetic Owner 843,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2188,57541.49,Updated,Registered,DOC-00343,0.93,Verified,,2025-01-01,2025-06-01,14.677,77.592
P0344,444,444,,KH00344,Synthetic Owner 344,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00344,0.939,Verified,,2025-01-01,2025-06-01,14.677,77.5944
P0345,445,445,,KH00345,Synthetic Owner 345,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2188,57541.49,Updated,Registered,DOC-00345,0.66,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.677,77.5968
P0346,446,446/2,2,KH00346,Synthetic Owner 346,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2188,57541.49,Updated,Registered,DOC-00346,0.957,Verified,,2025-01-01,2025-06-01,14.677,77.5992
P0347,447,447,,KH00347,Synthetic Owner 347,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00347,0.966,Verified,,2025-01-01,2025-06-01,14.677,77.6016
P0348,448,448,,KH00348,Synthetic Owner 348,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2188,57541.49,Updated,Registered,DOC-00348,0.696,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.677,77.604
P0349,449,449,,KH00349,Synthetic Owner 349,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2188,57541.49,Updated,Registered,DOC-00349,0.708,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.677,77.6064
P0350,450,450,,KH00350,Synthetic Owner 350,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00350,0.42,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.677,77.6088
P0351,451,451/1,1,KH00351,Synthetic Owner 351,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Pending,Registered,DOC-00351,0.772,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.679,77.5512
P0352,452,452,,KH00352,Synthetic Owner 352,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2187,57541.09,Updated,Registered,DOC-00352,0.948,Verified,,2025-01-01,2025-06-01,14.679,77.5536
P0353,453,453,,KH00353,Synthetic Owner 353,Synthetic Owner 853,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2187,57541.09,Updated,Registered,DOC-00353,0.957,Verified,,2025-01-01,2025-06-01,14.679,77.556
P0354,454,454,,KH00354,Synthetic Owner 354,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Updated,Registered,DOC-00354,0.808,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.679,77.5584
P0355,455,455,,KH00355,Synthetic Owner 355,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2187,57541.09,Updated,Registered,DOC-00355,0.975,Verified,,2025-01-01,2025-06-01,14.679,77.5608
P0356,456,456/3,3,KH00356,Synthetic Owner 356,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2187,57541.09,Updated,Registered,DOC-00356,0.984,Verified,,2025-01-01,2025-06-01,14.679,77.5632
P0357,457,457,,KH00357,Synthetic Owner 357,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Pending,Registered,DOC-00357,0.844,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.679,77.5656
P0358,458,458,,KH00358,Synthetic Owner 358,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2187,57541.09,Updated,Registered,DOC-00358,0.939,Verified,,2025-01-01,2025-06-01,14.679,77.568
P0359,459,459,,KH00359,Synthetic Owner 359,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2187,57541.09,Updated,Registered,DOC-00359,0.948,Verified,,2025-01-01,2025-06-01,14.679,77.5704
P0360,460,460,,KH00360,Synthetic Owner 360,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Updated,Registered,DOC-00360,0.957,Verified,,2025-01-01,2025-06-01,14.679,77.5728
P0361,461,461/2,2,KH00361,Synthetic Owner 361,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2187,57541.09,Updated,Registered,DOC-00361,0.552,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.679,77.5752
P0362,462,462,,KH00362,Synthetic Owner 362,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2187,57541.09,Updated,Registered,DOC-00362,0.975,Verified,,2025-01-01,2025-06-01,14.679,77.5776
P0363,463,463,,KH00363,Synthetic Owner 363,Synthetic Owner 863,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2187,57541.09,Updated,Registered,DOC-00363,0.736,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.679,77.58
P0364,464,464,,KH00364,Synthetic Owner 364,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2187,57541.09,Updated,Registered,DOC-00364,0.93,Verified,,2025-01-01,2025-06-01,14.679,77.5824
P0365,465,465,,KH00365,Synthetic Owner 365,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2187,57541.09,Updated,Registered,DOC-00365,0.939,Verified,,2025-01-01,2025-06-01,14.679,77.5848
P0366,466,466/1,1,KH00366,Synthetic Owner 366,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Updated,Registered,DOC-00366,0.612,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.679,77.5872
P0367,467,467,,KH00367,Synthetic Owner 367,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2187,57541.09,Pending,Registered,DOC-00367,0.784,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.679,77.5896
P0368,468,468,,KH00368,Synthetic Owner 368,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2187,57541.09,Updated,Registered,DOC-00368,0.966,Verified,,2025-01-01,2025-06-01,14.679,77.592
P0369,469,469,,KH00369,Synthetic Owner 369,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Updated,Registered,DOC-00369,0.975,Verified,,2025-01-01,2025-06-01,14.679,77.5944
P0370,470,470,,KH00370,Synthetic Owner 370,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2187,57541.09,Updated,Registered,DOC-00370,0.984,Verified,,2025-01-01,2025-06-01,14.679,77.5968
P0371,471,471/3,3,KH00371,Synthetic Owner 371,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2187,57541.09,Updated,Registered,DOC-00371,0.93,Verified,,2025-01-01,2025-06-01,14.679,77.5992
P0372,472,472,,KH00372,Synthetic Owner 372,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Updated,Registered,DOC-00372,0.939,Verified,,2025-01-01,2025-06-01,14.679,77.6016
P0373,473,473,,KH00373,Synthetic Owner 373,Synthetic Owner 873,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2187,57541.09,Updated,Registered,DOC-00373,0.948,Verified,,2025-01-01,2025-06-01,14.679,77.604
P0374,474,474,,KH00374,Synthetic Owner 374,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2187,57541.09,Updated,Registered,DOC-00374,0.957,Verified,,2025-01-01,2025-06-01,14.679,77.6064
P0375,475,475,,KH00375,Synthetic Owner 375,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2187,57541.09,Updated,Registered,DOC-00375,0.966,Verified,,2025-01-01,2025-06-01,14.679,77.6088
P0376,476,476/2,2,KH00376,Synthetic Owner 376,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Pending,Registered,DOC-00376,0.712,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.681,77.5512
P0377,477,477,,KH00377,Synthetic Owner 377,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2185,57540.28,Pending,Registered,DOC-00377,0.724,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.681,77.5536
P0378,478,478,,KH00378,Synthetic Owner 378,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2185,57540.28,Pending,Registered,DOC-00378,0.736,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.681,77.556
P0379,479,479,,KH00379,Synthetic Owner 379,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00379,0.939,Verified,,2025-01-01,2025-06-01,14.681,77.5584
P0380,480,480,,KH00380,Synthetic Owner 380,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2185,57540.28,Updated,Registered,DOC-00380,0.48,Conflict,Survey number uncertainty,2025-01-01,2025-06-01,14.681,77.5608
P0381,481,481/1,1,KH00381,Synthetic Owner 381,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2185,57540.28,Updated,Registered,DOC-00381,0.772,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.681,77.5632
P0382,482,482,,KH00382,Synthetic Owner 382,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00382,0.966,Verified,,2025-01-01,2025-06-01,14.681,77.5656
P0383,483,483,,KH00383,Synthetic Owner 383,Synthetic Owner 883,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2185,57540.28,Updated,Registered,DOC-00383,0.975,Verified,,2025-01-01,2025-06-01,14.681,77.568
P0384,484,484,,KH00384,Synthetic Owner 384,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2185,57540.28,Pending,Registered,DOC-00384,0.808,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.681,77.5704
P0385,485,485,,KH00385,Synthetic Owner 385,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00385,0.93,Verified,,2025-01-01,2025-06-01,14.681,77.5728
P0386,486,486/3,3,KH00386,Synthetic Owner 386,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2185,57540.28,Updated,Registered,DOC-00386,0.939,Verified,,2025-01-01,2025-06-01,14.681,77.5752
P0387,487,487,,KH00387,Synthetic Owner 387,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2185,57540.28,Updated,Registered,DOC-00387,0.948,Verified,,2025-01-01,2025-06-01,14.681,77.5776
P0388,488,488,,KH00388,Synthetic Owner 388,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00388,0.957,Verified,,2025-01-01,2025-06-01,14.681,77.58
P0389,489,489,,KH00389,Synthetic Owner 389,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2185,57540.28,Updated,Registered,DOC-00389,0.966,Verified,,2025-01-01,2025-06-01,14.681,77.5824
P0390,490,490,,KH00390,Synthetic Owner 390,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2185,57540.28,Updated,Registered,DOC-00390,0.975,Verified,,2025-01-01,2025-06-01,14.681,77.5848
P0391,491,491/2,2,KH00391,Synthetic Owner 391,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00391,0.984,Verified,,2025-01-01,2025-06-01,14.681,77.5872
P0392,492,492,,KH00392,Synthetic Owner 392,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2185,57540.28,Updated,Registered,DOC-00392,0.93,Verified,,2025-01-01,2025-06-01,14.681,77.5896
P0393,493,493,,KH00393,Synthetic Owner 393,Synthetic Owner 893,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2185,57540.28,Updated,Registered,DOC-00393,0.636,Conflict,Survey number uncertainty,2025-01-01,2025-06-01,14.681,77.592
P0394,494,494,,KH00394,Synthetic Owner 394,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00394,0.948,Verified,,2025-01-01,2025-06-01,14.681,77.5944
P0395,495,495,,KH00395,Synthetic Owner 395,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2185,57540.28,Updated,Registered,DOC-00395,0.957,Verified,,2025-01-01,2025-06-01,14.681,77.5968
P0396,496,496/1,1,KH00396,Synthetic Owner 396,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2185,57540.28,Updated,Registered,DOC-00396,0.966,Verified,,2025-01-01,2025-06-01,14.681,77.5992
P0397,497,497,,KH00397,Synthetic Owner 397,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00397,0.784,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.681,77.6016
P0398,498,498,,KH00398,Synthetic Owner 398,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2185,57540.28,Updated,Registered,DOC-00398,0.796,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.681,77.604
P0399,499,499,,KH00399,Synthetic Owner 399,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2185,57540.28,Updated,Registered,DOC-00399,0.708,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.681,77.6064
P0400,500,500,,KH00400,Synthetic Owner 400,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2185,57540.28,Updated,Registered,DOC-00400,0.939,Verified,,2025-01-01,2025-06-01,14.681,77.6088
P0401,501,501/3,3,KH00401,Synthetic Owner 401,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00401,0.432,Conflict,Area mismatch,2025-01-01,2025-06-01,14.683,77.5512
P0402,502,502,,KH00402,Synthetic Owner 402,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2184,57539.87,Updated,Registered,DOC-00402,0.957,Verified,,2025-01-01,2025-06-01,14.683,77.5536
P0403,503,503,,KH00403,Synthetic Owner 403,Synthetic Owner 903,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2184,57539.87,Updated,Registered,DOC-00403,0.456,Conflict,Area mismatch,2025-01-01,2025-06-01,14.683,77.556
P0404,504,504,,KH00404,Synthetic Owner 404,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00404,0.975,Verified,,2025-01-01,2025-06-01,14.683,77.5584
P0405,505,505,,KH00405,Synthetic Owner 405,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2184,57539.87,Updated,Registered,DOC-00405,0.984,Verified,,2025-01-01,2025-06-01,14.683,77.5608
P0406,506,506/2,2,KH00406,Synthetic Owner 406,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2184,57539.87,Updated,Registered,DOC-00406,0.93,Verified,,2025-01-01,2025-06-01,14.683,77.5632
P0407,507,507,,KH00407,Synthetic Owner 407,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00407,0.939,Verified,,2025-01-01,2025-06-01,14.683,77.5656
P0408,508,508,,KH00408,Synthetic Owner 408,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2184,57539.87,Pending,Registered,DOC-00408,0.736,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.683,77.568
P0409,509,509,,KH00409,Synthetic Owner 409,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2184,57539.87,Updated,Registered,DOC-00409,0.528,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.683,77.5704
P0410,510,510,,KH00410,Synthetic Owner 410,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00410,0.966,Verified,,2025-01-01,2025-06-01,14.683,77.5728
P0411,511,511/1,1,KH00411,Synthetic Owner 411,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2184,57539.87,Updated,Registered,DOC-00411,0.975,Verified,,2025-01-01,2025-06-01,14.683,77.5752
P0412,512,512,,KH00412,Synthetic Owner 412,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2184,57539.87,Updated,Registered,DOC-00412,0.984,Verified,,2025-01-01,2025-06-01,14.683,77.5776
P0413,513,513,,KH00413,Synthetic Owner 413,Synthetic Owner 913,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2184,57539.87,Updated,Registered,DOC-00413,0.576,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.683,77.58
P0414,514,514,,KH00414,Synthetic Owner 414,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2184,57539.87,Pending,Registered,DOC-00414,0.808,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.683,77.5824
P0415,515,515,,KH00415,Synthetic Owner 415,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2184,57539.87,Updated,Registered,DOC-00415,0.6,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.683,77.5848
P0416,516,516/3,3,KH00416,Synthetic Owner 416,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00416,0.612,Conflict,Area mismatch,2025-01-01,2025-06-01,14.683,77.5872
P0417,517,517,,KH00417,Synthetic Owner 417,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2184,57539.87,Updated,Registered,DOC-00417,0.966,Verified,,2025-01-01,2025-06-01,14.683,77.5896
P0418,518,518,,KH00418,Synthetic Owner 418,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2184,57539.87,Updated,Registered,DOC-00418,0.856,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.683,77.592
P0419,519,519,,KH00419,Synthetic Owner 419,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00419,0.984,Verified,,2025-01-01,2025-06-01,14.683,77.5944
P0420,520,520,,KH00420,Synthetic Owner 420,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2184,57539.87,Updated,Registered,DOC-00420,0.66,Conflict,Area mismatch,2025-01-01,2025-06-01,14.683,77.5968
P0421,521,521/2,2,KH00421,Synthetic Owner 421,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2184,57539.87,Updated,Registered,DOC-00421,0.939,Verified,,2025-01-01,2025-06-01,14.683,77.5992
P0422,522,522,,KH00422,Synthetic Owner 422,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00422,0.724,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.683,77.6016
P0423,523,523,,KH00423,Synthetic Owner 423,Synthetic Owner 923,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2184,57539.87,Updated,Registered,DOC-00423,0.957,Verified,,2025-01-01,2025-06-01,14.683,77.604
P0424,524,524,,KH00424,Synthetic Owner 424,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2184,57539.87,Pending,Registered,DOC-00424,0.748,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.683,77.6064
P0425,525,525,,KH00425,Synthetic Owner 425,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2184,57539.87,Updated,Registered,DOC-00425,0.76,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.683,77.6088
P0426,526,526/1,1,KH00426,Synthetic Owner 426,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Updated,Registered,DOC-00426,0.432,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.685,77.5512
P0427,527,527,,KH00427,Synthetic Owner 427,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2183,57539.47,Updated,Registered,DOC-00427,0.93,Verified,,2025-01-01,2025-06-01,14.685,77.5536
P0428,528,528,,KH00428,Synthetic Owner 428,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2183,57539.47,Updated,Registered,DOC-00428,0.939,Verified,,2025-01-01,2025-06-01,14.685,77.556
P0429,529,529,,KH00429,Synthetic Owner 429,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Updated,Registered,DOC-00429,0.808,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.685,77.5584
P0430,530,530,,KH00430,Synthetic Owner 430,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2183,57539.47,Updated,Registered,DOC-00430,0.957,Verified,,2025-01-01,2025-06-01,14.685,77.5608
P0431,531,531/3,3,KH00431,Synthetic Owner 431,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2183,57539.47,Updated,Registered,DOC-00431,0.966,Verified,,2025-01-01,2025-06-01,14.685,77.5632
P0432,532,532,,KH00432,Synthetic Owner 432,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Updated,Registered,DOC-00432,0.504,Conflict,Area mismatch,2025-01-01,2025-06-01,14.685,77.5656
P0433,533,533,,KH00433,Synthetic Owner 433,Synthetic Owner 933,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2183,57539.47,Updated,Registered,DOC-00433,0.516,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.685,77.568
P0434,534,534,,KH00434,Synthetic Owner 434,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2183,57539.47,Updated,Registered,DOC-00434,0.93,Verified,,2025-01-01,2025-06-01,14.685,77.5704
P0435,535,535,,KH00435,Synthetic Owner 435,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Updated,Registered,DOC-00435,0.939,Verified,,2025-01-01,2025-06-01,14.685,77.5728
P0436,536,536/2,2,KH00436,Synthetic Owner 436,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2183,57539.47,Updated,Registered,DOC-00436,0.552,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.685,77.5752
P0437,537,537,,KH00437,Synthetic Owner 437,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2183,57539.47,Updated,Registered,DOC-00437,0.564,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.685,77.5776
P0438,538,538,,KH00438,Synthetic Owner 438,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Updated,Registered,DOC-00438,0.966,Verified,,2025-01-01,2025-06-01,14.685,77.58
P0439,539,539,,KH00439,Synthetic Owner 439,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2183,57539.47,Pending,Registered,DOC-00439,0.748,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.685,77.5824
P0440,540,540,,KH00440,Synthetic Owner 440,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2183,57539.47,Updated,Registered,DOC-00440,0.984,Verified,,2025-01-01,2025-06-01,14.685,77.5848
P0441,541,541/1,1,KH00441,Synthetic Owner 441,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Updated,Registered,DOC-00441,0.93,Verified,,2025-01-01,2025-06-01,14.685,77.5872
P0442,542,542,,KH00442,Synthetic Owner 442,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2183,57539.47,Updated,Registered,DOC-00442,0.939,Verified,,2025-01-01,2025-06-01,14.685,77.5896
P0443,543,543,,KH00443,Synthetic Owner 443,Synthetic Owner 943,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2183,57539.47,Pending,Registered,DOC-00443,0.796,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.685,77.592
P0444,544,544,,KH00444,Synthetic Owner 444,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2183,57539.47,Updated,Registered,DOC-00444,0.648,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.685,77.5944
P0445,545,545,,KH00445,Synthetic Owner 445,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2183,57539.47,Updated,Registered,DOC-00445,0.966,Verified,,2025-01-01,2025-06-01,14.685,77.5968
